,price
162,7.11875
163,7.11875
164,7.76
165,7.76
166,7.76
167,7.76
168,7.76375
169,7.76375
170,7.76375
171,7.76375
172,7.24875
173,7.24875
174,7.24875
175,7.24875
176,6.955
177,6.955
178,6.955
179,6.955
180,6.891249999999999
181,6.891249999999999
182,6.891249999999999
183,6.891249999999999
184,6.345
185,6.345
186,6.345
187,6.345
188,5.36375
189,5.36375
190,5.36375
191,5.36375
192,5.6525
193,5.6525
194,5.6525
195,5.6525
196,5.703750000000001
197,5.703750000000001
198,5.703750000000001
199,5.703750000000001
200,5.5
201,5.5
202,5.5
203,5.5
204,5.484999999999999
205,5.484999999999999
206,5.484999999999999
207,5.484999999999999
208,5.74
209,5.74
210,5.74
211,5.74
212,6.38375
213,6.38375
214,6.38375
215,6.38375
216,6.59625
217,6.59625
218,6.59625
219,6.59625
220,7.86125
221,7.86125
222,7.86125
223,7.86125
224,7.50375
225,7.50375
226,7.50375
227,7.50375
228,7.27375
229,7.27375
230,7.27375
231,7.27375
232,7.87375
233,7.87375
234,7.87375
235,7.87375
236,7.94
237,7.94
238,7.94
239,7.94
240,8.08375
241,8.08375
242,8.08375
243,8.08375
244,8.155
245,8.155
246,8.155
247,8.155
248,8.47
249,8.47
250,8.47
251,8.47
252,8.55125
253,8.55125
254,8.55125
255,8.55125
256,8.69375
257,8.69375
258,8.69375
259,8.69375
260,8.41
261,8.41
262,8.41
263,8.41
264,8.6825
265,8.6825
266,8.6825
267,8.6825
268,8.5475
269,8.5475
270,8.5475
271,8.5475
272,7.715
273,7.715
274,7.715
275,7.715
276,6.715
277,6.715
278,6.715
279,6.715
280,6.247499999999999
281,6.247499999999999
282,6.247499999999999
283,6.247499999999999
284,6.34125
285,6.34125
286,6.34125
287,6.34125
288,5.88875
289,5.88875
290,5.88875
291,5.88875
292,5.88375
293,5.88375
294,5.88375
295,5.88375
296,5.8675
297,5.8675
298,5.8675
299,5.8675
300,5.875
301,5.875
302,5.875
303,5.875
304,5.86375
305,5.86375
306,5.86375
307,5.86375
308,6.19875
309,6.19875
310,6.19875
311,6.19875
312,6.915
313,6.915
314,6.915
315,6.915
316,6.9725
317,6.9725
318,6.9725
319,6.9725
320,6.94
321,6.94
322,6.94
323,6.94
324,6.90375
325,6.90375
326,6.90375
327,6.90375
328,6.6975
329,6.6975
330,6.6975
331,6.6975
332,6.4675
333,6.4675
334,6.4675
335,6.4675
336,6.45
337,6.45
338,6.45
339,6.45
340,6.42625
341,6.42625
342,6.42625
343,6.42625
344,6.46125
345,6.46125
346,6.46125
347,6.46125
348,6.57375
349,6.57375
350,6.57375
351,6.57375
352,6.8325
353,6.8325
354,6.8325
355,6.8325
356,6.7625
357,6.7625
358,6.7625
359,6.7625
360,6.48625
361,6.48625
362,6.48625
363,6.48625
364,5.8225
365,5.8225
366,5.8225
367,5.8225
368,5.67875
369,5.67875
370,5.67875
371,5.67875
372,5.495
373,5.495
374,5.495
375,5.495
376,3.92625
377,3.92625
378,3.92625
379,3.92625
380,3.3625
381,3.3625
382,3.3625
383,3.3625
384,3.14
385,3.14
386,3.14
387,3.14
388,3.0149999999999997
389,3.0149999999999997
390,3.0149999999999997
391,3.0149999999999997
392,2.755
393,2.755
394,2.755
395,2.755
396,2.29625
397,2.29625
398,2.29625
399,2.29625
400,2.76125
401,2.76125
402,2.76125
403,2.76125
404,2.91875
405,2.91875
406,2.91875
407,2.91875
408,3.5950000000000006
409,3.5950000000000006
410,3.5950000000000006
411,3.5950000000000006
412,4.57875
413,4.57875
414,4.57875
415,4.57875
416,5.0575
417,5.0575
418,5.0575
419,5.0575
420,5.73125
421,5.73125
422,5.73125
423,5.73125
424,6.225
425,6.225
426,6.225
427,6.225
428,6.42
429,6.42
430,6.42
431,6.42
432,6.4675
433,6.4675
434,6.4675
435,6.4675
436,6.49
437,6.49
438,6.49
439,6.49
440,6.6525
441,6.6525
442,6.6525
443,6.6525
444,7.0775
445,7.0775
446,7.0775
447,7.0775
448,7.115
449,7.115
450,7.115
451,7.115
452,7.705
453,7.705
454,7.705
455,7.705
456,7.43
457,7.43
458,7.43
459,7.43
460,6.59375
461,6.59375
462,6.59375
463,6.59375
464,6.487499999999999
465,6.487499999999999
466,6.487499999999999
467,6.487499999999999
468,6.422499999999999
469,6.422499999999999
470,6.422499999999999
471,6.422499999999999
472,6.245000000000001
473,6.245000000000001
474,6.245000000000001
475,6.245000000000001
476,6.28625
477,6.28625
478,6.28625
479,6.28625
480,5.965
481,5.965
482,5.965
483,5.965
484,6.0475
485,6.0475
486,6.0475
487,6.0475
488,6.0025
489,6.0025
490,6.0025
491,6.0025
492,5.5287500000000005
493,5.5287500000000005
494,5.5287500000000005
495,5.5287500000000005
496,5.89625
497,5.89625
498,5.89625
499,5.89625
500,6.02375
501,6.02375
502,6.02375
503,6.02375
504,6.13875
505,6.13875
506,6.13875
507,6.13875
508,6.305
509,6.305
510,6.305
511,6.305
512,6.675
513,6.675
514,6.675
515,6.675
516,7.06875
517,7.06875
518,7.06875
519,7.06875
520,7.502500000000001
521,7.502500000000001
522,7.502500000000001
523,7.502500000000001
524,7.5275
525,7.5275
526,7.5275
527,7.5275
528,6.875
529,6.875
530,6.875
531,6.875
532,6.54875
533,6.54875
534,6.54875
535,6.54875
536,6.44625
537,6.44625
538,6.44625
539,6.44625
540,6.83875
541,6.83875
542,6.83875
543,6.83875
544,7.92875
545,7.92875
546,7.92875
547,7.92875
548,8.42125
549,8.42125
550,8.42125
551,8.42125
552,8.4
553,8.4
554,8.4
555,8.4
556,8.25375
557,8.25375
558,8.25375
559,8.25375
560,6.92
561,6.92
562,6.92
563,6.92
564,7.32375
565,7.32375
566,7.32375
567,7.32375
568,6.7125
569,6.7125
570,6.7125
571,6.7125
572,5.75375
573,5.75375
574,5.75375
575,5.75375
576,5.9975000000000005
577,5.9975000000000005
578,5.9975000000000005
579,5.9975000000000005
580,5.98
581,5.98
582,5.98
583,5.98
584,5.76375
585,5.76375
586,5.76375
587,5.76375
588,5.76
589,5.76
590,5.76
591,5.76
592,5.9525
593,5.9525
594,5.9525
595,5.9525
596,6.9712499999999995
597,6.9712499999999995
598,6.9712499999999995
599,6.9712499999999995
600,8.57625
601,8.57625
602,8.57625
603,8.57625
604,9.26875
605,9.26875
606,9.26875
607,9.26875
608,9.36625
609,9.36625
610,9.36625
611,9.36625
612,9.19875
613,9.19875
614,9.19875
615,9.19875
616,8.90375
617,8.90375
618,8.90375
619,8.90375
620,8.59875
621,8.59875
622,8.59875
623,8.59875
624,8.34375
625,8.34375
626,8.34375
627,8.34375
628,7.80875
629,7.80875
630,7.80875
631,7.80875
632,6.65625
633,6.65625
634,6.65625
635,6.65625
636,6.6575
637,6.6575
638,6.6575
639,6.6575
640,6.6775
641,6.6775
642,6.6775
643,6.6775
644,5.98875
645,5.98875
646,5.98875
647,5.98875
648,5.25625
649,5.25625
650,5.25625
651,5.25625
652,5.12
653,5.12
654,5.12
655,5.12
656,4.005
657,4.005
658,4.005
659,4.005
660,2.6025
661,2.6025
662,2.6025
663,2.6025
664,0.22999999999999998
665,0.22999999999999998
666,0.22999999999999998
667,0.22999999999999998
668,2.2425
669,2.2425
670,2.2425
671,2.2425
672,2.6137500000000005
673,2.6137500000000005
674,2.6137500000000005
675,2.6137500000000005
676,0.9725
677,0.9725
678,0.9725
679,0.9725
680,1.79125
681,1.79125
682,1.79125
683,1.79125
684,2.32
685,2.32
686,2.32
687,2.32
688,2.32125
689,2.32125
690,2.32125
691,2.32125
692,4.47625
693,4.47625
694,4.47625
695,4.47625
696,5.48375
697,5.48375
698,5.48375
699,5.48375
700,5.866249999999999
701,5.866249999999999
702,5.866249999999999
703,5.866249999999999
704,5.484999999999999
705,5.484999999999999
706,5.484999999999999
707,5.484999999999999
708,5.481249999999999
709,5.481249999999999
710,5.481249999999999
711,5.481249999999999
712,5.8425
713,5.8425
714,5.8425
715,5.8425
716,5.4925
717,5.4925
718,5.4925
719,5.4925
720,5.401249999999999
721,5.401249999999999
722,5.401249999999999
723,5.401249999999999
724,5.47625
725,5.47625
726,5.47625
727,5.47625
728,5.700000000000001
729,5.700000000000001
730,5.700000000000001
731,5.700000000000001
732,4.40125
733,4.40125
734,4.40125
735,4.40125
736,5.705
737,5.705
738,5.705
739,5.705
740,5.703750000000001
741,5.703750000000001
742,5.703750000000001
743,5.703750000000001
744,4.7425
745,4.7425
746,4.7425
747,4.7425
748,4.94125
749,4.94125
750,4.94125
751,4.94125
752,4.49625
753,4.49625
754,4.49625
755,4.49625
756,3.715
757,3.715
758,3.715
759,3.715
760,2.8187499999999996
761,2.8187499999999996
762,2.8187499999999996
763,2.8187499999999996
764,2.505
765,2.505
766,2.505
767,2.505
768,0.905
769,0.905
770,0.905
771,0.905
772,0.42875
773,0.42875
774,0.42875
775,0.42875
776,1.255
777,1.255
778,1.255
779,1.255
780,1.775
781,1.775
782,1.775
783,1.775
784,3.17625
785,3.17625
786,3.17625
787,3.17625
788,4.6225
789,4.6225
790,4.6225
791,4.6225
792,5.48625
793,5.48625
794,5.48625
795,5.48625
796,6.3725
797,6.3725
798,6.3725
799,6.3725
800,6.2875
801,6.2875
802,6.2875
803,6.2875
804,6.27625
805,6.27625
806,6.27625
807,6.27625
808,5.725
809,5.725
810,5.725
811,5.725
812,5.455
813,5.455
814,5.455
815,5.455
816,5.43625
817,5.43625
818,5.43625
819,5.43625
820,5.63125
821,5.63125
822,5.63125
823,5.63125
824,6.24375
825,6.24375
826,6.24375
827,6.24375
828,6.727499999999999
829,6.727499999999999
830,6.727499999999999
831,6.727499999999999
832,6.9925
833,6.9925
834,6.9925
835,6.9925
836,6.77375
837,6.77375
838,6.77375
839,6.77375
840,6.77375
841,6.77375
842,6.77375
843,6.77375
844,6.6225000000000005
845,6.6225000000000005
846,6.6225000000000005
847,6.6225000000000005
848,6.46
849,6.46
850,6.46
851,6.46
852,6.11875
853,6.11875
854,6.11875
855,6.11875
856,5.953749999999999
857,5.953749999999999
858,5.953749999999999
859,5.953749999999999
860,5.81
861,5.81
862,5.81
863,5.81
864,6.135
865,6.135
866,6.135
867,6.135
868,5.88875
869,5.88875
870,5.88875
871,5.88875
872,6.1
873,6.1
874,6.1
875,6.1
876,6.0625
877,6.0625
878,6.0625
879,6.0625
880,6.225
881,6.225
882,6.225
883,6.225
884,7.12125
885,7.12125
886,7.12125
887,7.12125
888,9.075
889,9.075
890,9.075
891,9.075
892,10.146250000000002
893,10.146250000000002
894,10.146250000000002
895,10.146250000000002
896,10.22375
897,10.22375
898,10.22375
899,10.22375
900,10.14375
901,10.14375
902,10.14375
903,10.14375
904,10.0
905,10.0
906,10.0
907,10.0
908,9.54875
909,9.54875
910,9.54875
911,9.54875
912,9.375
913,9.375
914,9.375
915,9.375
916,9.5075
917,9.5075
918,9.5075
919,9.5075
920,9.425
921,9.425
922,9.425
923,9.425
924,9.5975
925,9.5975
926,9.5975
927,9.5975
928,10.43125
929,10.43125
930,10.43125
931,10.43125
932,10.64375
933,10.64375
934,10.64375
935,10.64375
936,9.77
937,9.77
938,9.77
939,9.77
940,8.99
941,8.99
942,8.99
943,8.99
944,8.42875
945,8.42875
946,8.42875
947,8.42875
948,7.56125
949,7.56125
950,7.56125
951,7.56125
952,6.80625
953,6.80625
954,6.80625
955,6.80625
956,5.98
957,5.98
958,5.98
959,5.98
960,5.8225
961,5.8225
962,5.8225
963,5.8225
964,5.717499999999999
965,5.717499999999999
966,5.717499999999999
967,5.717499999999999
968,5.47625
969,5.47625
970,5.47625
971,5.47625
972,5.780000000000001
973,5.780000000000001
974,5.780000000000001
975,5.780000000000001
976,5.8075
977,5.8075
978,5.8075
979,5.8075
980,6.411249999999999
981,6.411249999999999
982,6.411249999999999
983,6.411249999999999
984,7.56625
985,7.56625
986,7.56625
987,7.56625
988,7.502500000000001
989,7.502500000000001
990,7.502500000000001
991,7.502500000000001
992,7.865
993,7.865
994,7.865
995,7.865
996,7.6975
997,7.6975
998,7.6975
999,7.6975
1000,7.575000000000001
1001,7.575000000000001
1002,7.575000000000001
1003,7.575000000000001
1004,6.48625
1005,6.48625
1006,6.48625
1007,6.48625
1008,6.35
1009,6.35
1010,6.35
1011,6.35
1012,5.6825
1013,5.6825
1014,5.6825
1015,5.6825
1016,5.275
1017,5.275
1018,5.275
1019,5.275
1020,5.625
1021,5.625
1022,5.625
1023,5.625
1024,6.43875
1025,6.43875
1026,6.43875
1027,6.43875
1028,6.07375
1029,6.07375
1030,6.07375
1031,6.07375
1032,6.15
1033,6.15
1034,6.15
1035,6.15
1036,5.623750000000001
1037,5.623750000000001
1038,5.623750000000001
1039,5.623750000000001
1040,5.616250000000001
1041,5.616250000000001
1042,5.616250000000001
1043,5.616250000000001
1044,5.8
1045,5.8
1046,5.8
1047,5.8
1048,5.4325
1049,5.4325
1050,5.4325
1051,5.4325
1052,5.905
1053,5.905
1054,5.905
1055,5.905
1056,5.735
1057,5.735
1058,5.735
1059,5.735
1060,5.57625
1061,5.57625
1062,5.57625
1063,5.57625
1064,5.3625
1065,5.3625
1066,5.3625
1067,5.3625
1068,5.25375
1069,5.25375
1070,5.25375
1071,5.25375
1072,4.91625
1073,4.91625
1074,4.91625
1075,4.91625
1076,5.3725000000000005
1077,5.3725000000000005
1078,5.3725000000000005
1079,5.3725000000000005
1080,5.153749999999999
1081,5.153749999999999
1082,5.153749999999999
1083,5.153749999999999
1084,5.265
1085,5.265
1086,5.265
1087,5.265
1088,5.637499999999999
1089,5.637499999999999
1090,5.637499999999999
1091,5.637499999999999
1092,5.53375
1093,5.53375
1094,5.53375
1095,5.53375
1096,5.5225
1097,5.5225
1098,5.5225
1099,5.5225
1100,5.25625
1101,5.25625
1102,5.25625
1103,5.25625
1104,4.82625
1105,4.82625
1106,4.82625
1107,4.82625
1108,4.72
1109,4.72
1110,4.72
1111,4.72
1112,4.12875
1113,4.12875
1114,4.12875
1115,4.12875
1116,4.48
1117,4.48
1118,4.48
1119,4.48
1120,5.53
1121,5.53
1122,5.53
1123,5.53
1124,5.786249999999999
1125,5.786249999999999
1126,5.786249999999999
1127,5.786249999999999
1128,5.00625
1129,5.00625
1130,5.00625
1131,5.00625
1132,4.76875
1133,4.76875
1134,4.76875
1135,4.76875
1136,3.7825
1137,3.7825
1138,3.7825
1139,3.7825
1140,5.025
1141,5.025
1142,5.025
1143,5.025
1144,3.86125
1145,3.86125
1146,3.86125
1147,3.86125
1148,2.91875
1149,2.91875
1150,2.91875
1151,2.91875
1152,1.55
1153,1.55
1154,1.55
1155,1.55
1156,2.37625
1157,2.37625
1158,2.37625
1159,2.37625
1160,2.9387499999999998
1161,2.9387499999999998
1162,2.9387499999999998
1163,2.9387499999999998
1164,2.90625
1165,2.90625
1166,2.90625
1167,2.90625
1168,2.5012500000000006
1169,2.5012500000000006
1170,2.5012500000000006
1171,2.5012500000000006
1172,2.6
1173,2.6
1174,2.6
1175,2.6
1176,2.7675
1177,2.7675
1178,2.7675
1179,2.7675
1180,2.96
1181,2.96
1182,2.96
1183,2.96
1184,3.1312499999999996
1185,3.1312499999999996
1186,3.1312499999999996
1187,3.1312499999999996
1188,3.2874999999999996
1189,3.2874999999999996
1190,3.2874999999999996
1191,3.2874999999999996
1192,3.85125
1193,3.85125
1194,3.85125
1195,3.85125
1196,3.3825
1197,3.3825
1198,3.3825
1199,3.3825
1200,1.0625
1201,1.0625
1202,1.0625
1203,1.0625
1204,-0.01
1205,-0.01
1206,-0.01
1207,-0.01
1208,-0.00125
1209,-0.00125
1210,-0.00125
1211,-0.00125
1212,-0.03375
1213,-0.03375
1214,-0.03375
1215,-0.03375
1216,2.6937500000000005
1217,2.6937500000000005
1218,2.6937500000000005
1219,2.6937500000000005
1220,3.005
1221,3.005
1222,3.005
1223,3.005
1224,1.98875
1225,1.98875
1226,1.98875
1227,1.98875
1228,-0.0025
1229,-0.0025
1230,-0.0025
1231,-0.0025
1232,-0.04125
1233,-0.04125
1234,-0.04125
1235,-0.04125
1236,0.38
1237,0.38
1238,0.38
1239,0.38
1240,-0.9099999999999999
1241,-0.9099999999999999
1242,-0.9099999999999999
1243,-0.9099999999999999
1244,-0.3925
1245,-0.3925
1246,-0.3925
1247,-0.3925
1248,-1.5
1249,-1.5
1250,-1.5
1251,-1.5
1252,-1.88
1253,-1.88
1254,-1.88
1255,-1.88
1256,-1.38625
1257,-1.38625
1258,-1.38625
1259,-1.38625
1260,-0.6175
1261,-0.6175
1262,-0.6175
1263,-0.6175
1264,0.19875
1265,0.19875
1266,0.19875
1267,0.19875
1268,4.4875
1269,4.4875
1270,4.4875
1271,4.4875
1272,6.4025
1273,6.4025
1274,6.4025
1275,6.4025
1276,6.4575
1277,6.4575
1278,6.4575
1279,6.4575
1280,5.76125
1281,5.76125
1282,5.76125
1283,5.76125
1284,6.2825
1285,6.2825
1286,6.2825
1287,6.2825
1288,5.561249999999999
1289,5.561249999999999
1290,5.561249999999999
1291,5.561249999999999
1292,5.155000000000001
1293,5.155000000000001
1294,5.155000000000001
1295,5.155000000000001
1296,4.86375
1297,4.86375
1298,4.86375
1299,4.86375
1300,5.223750000000001
1301,5.223750000000001
1302,5.223750000000001
1303,5.223750000000001
1304,6.20375
1305,6.20375
1306,6.20375
1307,6.20375
1308,6.36625
1309,6.36625
1310,6.36625
1311,6.36625
1312,6.40625
1313,6.40625
1314,6.40625
1315,6.40625
1316,6.36625
1317,6.36625
1318,6.36625
1319,6.36625
1320,6.315
1321,6.315
1322,6.315
1323,6.315
1324,6.20125
1325,6.20125
1326,6.20125
1327,6.20125
1328,5.5375
1329,5.5375
1330,5.5375
1331,5.5375
1332,5.161249999999999
1333,5.161249999999999
1334,5.161249999999999
1335,5.161249999999999
1336,4.6575
1337,4.6575
1338,4.6575
1339,4.6575
1340,4.3975
1341,4.3975
1342,4.3975
1343,4.3975
1344,4.4775
1345,4.4775
1346,4.4775
1347,4.4775
1348,4.37375
1349,4.37375
1350,4.37375
1351,4.37375
1352,4.32
1353,4.32
1354,4.32
1355,4.32
1356,3.85
1357,3.85
1358,3.85
1359,3.85
1360,4.17625
1361,4.17625
1362,4.17625
1363,4.17625
1364,5.925000000000001
1365,5.925000000000001
1366,5.925000000000001
1367,5.925000000000001
1368,6.716249999999999
1369,6.716249999999999
1370,6.716249999999999
1371,6.716249999999999
1372,7.1274999999999995
1373,7.1274999999999995
1374,7.1274999999999995
1375,7.1274999999999995
1376,7.2975
1377,7.2975
1378,7.2975
1379,7.2975
1380,7.0675
1381,7.0675
1382,7.0675
1383,7.0675
1384,6.875
1385,6.875
1386,6.875
1387,6.875
1388,6.74
1389,6.74
1390,6.74
1391,6.74
1392,6.66375
1393,6.66375
1394,6.66375
1395,6.66375
1396,6.578749999999999
1397,6.578749999999999
1398,6.578749999999999
1399,6.578749999999999
1400,6.515
1401,6.515
1402,6.515
1403,6.515
1404,6.375
1405,6.375
1406,6.375
1407,6.375
1408,6.73875
1409,6.73875
1410,6.73875
1411,6.73875
1412,5.793749999999999
1413,5.793749999999999
1414,5.793749999999999
1415,5.793749999999999
1416,5.34125
1417,5.34125
1418,5.34125
1419,5.34125
1420,5.04
1421,5.04
1422,5.04
1423,5.04
1424,4.99125
1425,4.99125
1426,4.99125
1427,4.99125
1428,4.9575
1429,4.9575
1430,4.9575
1431,4.9575
1432,4.005
1433,4.005
1434,4.005
1435,4.005
1436,3.65375
1437,3.65375
1438,3.65375
1439,3.65375
1440,3.6575
1441,3.6575
1442,3.6575
1443,3.6575
1444,4.08
1445,4.08
1446,4.08
1447,4.08
1448,4.05125
1449,4.05125
1450,4.05125
1451,4.05125
1452,4.1325
1453,4.1325
1454,4.1325
1455,4.1325
1456,4.1525
1457,4.1525
1458,4.1525
1459,4.1525
1460,5.82875
1461,5.82875
1462,5.82875
1463,5.82875
1464,6.725
1465,6.725
1466,6.725
1467,6.725
1468,6.96625
1469,6.96625
1470,6.96625
1471,6.96625
1472,6.72875
1473,6.72875
1474,6.72875
1475,6.72875
1476,6.7775
1477,6.7775
1478,6.7775
1479,6.7775
1480,6.865
1481,6.865
1482,6.865
1483,6.865
1484,6.706250000000001
1485,6.706250000000001
1486,6.706250000000001
1487,6.706250000000001
1488,6.58625
1489,6.58625
1490,6.58625
1491,6.58625
1492,6.69375
1493,6.69375
1494,6.69375
1495,6.69375
1496,6.715
1497,6.715
1498,6.715
1499,6.715
1500,6.85375
1501,6.85375
1502,6.85375
1503,6.85375
1504,6.75125
1505,6.75125
1506,6.75125
1507,6.75125
1508,6.58375
1509,6.58375
1510,6.58375
1511,6.58375
1512,6.365
1513,6.365
1514,6.365
1515,6.365
1516,4.97625
1517,4.97625
1518,4.97625
1519,4.97625
1520,4.91125
1521,4.91125
1522,4.91125
1523,4.91125
1524,4.98875
1525,4.98875
1526,4.98875
1527,4.98875
1528,3.84625
1529,3.84625
1530,3.84625
1531,3.84625
1532,3.29375
1533,3.29375
1534,3.29375
1535,3.29375
1536,3.15375
1537,3.15375
1538,3.15375
1539,3.15375
1540,2.8462500000000004
1541,2.8462500000000004
1542,2.8462500000000004
1543,2.8462500000000004
1544,3.0025000000000004
1545,3.0025000000000004
1546,3.0025000000000004
1547,3.0025000000000004
1548,3.2037499999999994
1549,3.2037499999999994
1550,3.2037499999999994
1551,3.2037499999999994
1552,3.5075000000000003
1553,3.5075000000000003
1554,3.5075000000000003
1555,3.5075000000000003
1556,4.4225
1557,4.4225
1558,4.4225
1559,4.4225
1560,5.755
1561,5.755
1562,5.755
1563,5.755
1564,6.245000000000001
1565,6.245000000000001
1566,6.245000000000001
1567,6.245000000000001
1568,6.32
1569,6.32
1570,6.32
1571,6.32
1572,5.7625
1573,5.7625
1574,5.7625
1575,5.7625
1576,5.7525
1577,5.7525
1578,5.7525
1579,5.7525
1580,5.4925
1581,5.4925
1582,5.4925
1583,5.4925
1584,5.83
1585,5.83
1586,5.83
1587,5.83
1588,6.875
1589,6.875
1590,6.875
1591,6.875
1592,6.9875
1593,6.9875
1594,6.9875
1595,6.9875
1596,7.178750000000001
1597,7.178750000000001
1598,7.178750000000001
1599,7.178750000000001
1600,7.34
1601,7.34
1602,7.34
1603,7.34
1604,6.8825
1605,6.8825
1606,6.8825
1607,6.8825
1608,6.731249999999999
1609,6.731249999999999
1610,6.731249999999999
1611,6.731249999999999
1612,6.1899999999999995
1613,6.1899999999999995
1614,6.1899999999999995
1615,6.1899999999999995
1616,5.29375
1617,5.29375
1618,5.29375
1619,5.29375
1620,5.305
1621,5.305
1622,5.305
1623,5.305
1624,5.13875
1625,5.13875
1626,5.13875
1627,5.13875
1628,5.2825
1629,5.2825
1630,5.2825
1631,5.2825
1632,5.11375
1633,5.11375
1634,5.11375
1635,5.11375
1636,5.471250000000001
1637,5.471250000000001
1638,5.471250000000001
1639,5.471250000000001
1640,5.63125
1641,5.63125
1642,5.63125
1643,5.63125
1644,5.98625
1645,5.98625
1646,5.98625
1647,5.98625
1648,6.22375
1649,6.22375
1650,6.22375
1651,6.22375
1652,6.84625
1653,6.84625
1654,6.84625
1655,6.84625
1656,9.135
1657,9.135
1658,9.135
1659,9.135
1660,9.6075
1661,9.6075
1662,9.6075
1663,9.6075
1664,9.29
1665,9.29
1666,9.29
1667,9.29
1668,8.81375
1669,8.81375
1670,8.81375
1671,8.81375
1672,8.6275
1673,8.6275
1674,8.6275
1675,8.6275
1676,8.6175
1677,8.6175
1678,8.6175
1679,8.6175
1680,8.15875
1681,8.15875
1682,8.15875
1683,8.15875
1684,8.43
1685,8.43
1686,8.43
1687,8.43
1688,8.5175
1689,8.5175
1690,8.5175
1691,8.5175
1692,8.625
1693,8.625
1694,8.625
1695,8.625
1696,9.38
1697,9.38
1698,9.38
1699,9.38
1700,9.51625
1701,9.51625
1702,9.51625
1703,9.51625
1704,9.0575
1705,9.0575
1706,9.0575
1707,9.0575
1708,7.72875
1709,7.72875
1710,7.72875
1711,7.72875
1712,7.405
1713,7.405
1714,7.405
1715,7.405
1716,7.0875
1717,7.0875
1718,7.0875
1719,7.0875
1720,6.645
1721,6.645
1722,6.645
1723,6.645
1724,6.55875
1725,6.55875
1726,6.55875
1727,6.55875
1728,6.647499999999999
1729,6.647499999999999
1730,6.647499999999999
1731,6.647499999999999
1732,6.84125
1733,6.84125
1734,6.84125
1735,6.84125
1736,6.393750000000001
1737,6.393750000000001
1738,6.393750000000001
1739,6.393750000000001
1740,6.53125
1741,6.53125
1742,6.53125
1743,6.53125
1744,6.36625
1745,6.36625
1746,6.36625
1747,6.36625
1748,6.13
1749,6.13
1750,6.13
1751,6.13
1752,6.32
1753,6.32
1754,6.32
1755,6.32
1756,6.963749999999999
1757,6.963749999999999
1758,6.963749999999999
1759,6.963749999999999
1760,7.0775
1761,7.0775
1762,7.0775
1763,7.0775
1764,7.891250000000001
1765,7.891250000000001
1766,7.891250000000001
1767,7.891250000000001
1768,7.16625
1769,7.16625
1770,7.16625
1771,7.16625
1772,6.9075
1773,6.9075
1774,6.9075
1775,6.9075
1776,6.797500000000001
1777,6.797500000000001
1778,6.797500000000001
1779,6.797500000000001
1780,6.56875
1781,6.56875
1782,6.56875
1783,6.56875
1784,6.92625
1785,6.92625
1786,6.92625
1787,6.92625
1788,7.86625
1789,7.86625
1790,7.86625
1791,7.86625
